"Jahr","Alter","Geschlecht","qx"
1972,77,"M",0.10129
1972,78,"M",0.105684
1972,79,"M",0.116096
1972,80,"M",0.123378
1972,81,"M",0.134333
1972,82,"M",0.142568
1972,83,"M",0.160197
1972,84,"M",0.163222
1972,85,"M",0.181052
1972,86,"M",0.191461
1972,87,"M",0.200817
1972,88,"M",0.25
1972,89,"M",0.232732
1972,90,"M",0.25835
1972,91,"M",0.269551
1972,92,"M",0.295732
1972,93,"M",0.286986
1972,94,"M",0.337152
1972,95,"M",0.289935
1972,0,"F",0.022026
1972,1,"F",0.00152
1972,2,"F",0.000682
1972,3,"F",0.00066
1972,4,"F",0.000561
1972,5,"F",0.000359
1972,6,"F",0.000453
1972,7,"F",0.000363
1972,8,"F",0.00031
1972,9,"F",0.00025
1972,10,"F",0.00035
1972,11,"F",0.00018
1972,12,"F",0.000203
1972,13,"F",0.000349
1972,14,"F",0.000356
1972,15,"F",0.00056
1972,16,"F",0.000652
1972,17,"F",0.000642
1972,18,"F",0.000794
1972,19,"F",0.000794
1972,20,"F",0.000439
1972,21,"F",0.000574
1972,22,"F",0.000546
1972,23,"F",0.000547
1972,24,"F",0.000564
1972,25,"F",0.000744
1972,26,"F",0.000397
1972,27,"F",0.000466
1972,28,"F",0.000631
1972,29,"F",0.000655
1972,30,"F",0.000751
1972,31,"F",0.000819
1972,32,"F",0.000902
1972,33,"F",0.000695
1972,34,"F",0.00096
1972,35,"F",0.001113
1972,36,"F",0.000853
1972,37,"F",0.001251
1972,38,"F",0.00137
1972,39,"F",0.00146
1972,40,"F",0.001686
1972,41,"F",0.001924
1972,42,"F",0.001744
1972,43,"F",0.001974
1972,44,"F",0.002349
1972,45,"F",0.002745
1972,46,"F",0.003086
1972,47,"F",0.003359
1972,48,"F",0.003341
1972,49,"F",0.003862
1972,50,"F",0.004916
1972,51,"F",0.003836
1972,52,"F",0.005792
1972,53,"F",0.005411
1972,54,"F",0.004676
1972,55,"F",0.006586
1972,56,"F",0.005932
1972,57,"F",0.007584
1972,58,"F",0.008324
1972,59,"F",0.008435
1972,60,"F",0.009079
1972,61,"F",0.011037
1972,62,"F",0.011948
1972,63,"F",0.013489
1972,64,"F",0.015346
1972,65,"F",0.017357
1972,66,"F",0.018335
1972,67,"F",0.02039
1972,68,"F",0.023794
1972,69,"F",0.025723
1972,70,"F",0.028858
1972,71,"F",0.035168
1972,72,"F",0.038736
1972,73,"F",0.042144
1972,74,"F",0.046998
1972,75,"F",0.054145
1972,76,"F",0.059038
1972,77,"F",0.067901
1972,78,"F",0.076427
1972,79,"F",0.082357
1972,80,"F",0.092764
1972,81,"F",0.102113
1972,82,"F",0.113311
1972,83,"F",0.124229
1972,84,"F",0.137835
1972,85,"F",0.151335
1972,86,"F",0.163114
1972,87,"F",0.171903
1972,88,"F",0.199784
1972,89,"F",0.224596
1972,90,"F",0.21146
1972,91,"F",0.244344
1972,92,"F",0.269218
1972,93,"F",0.275539
1972,94,"F",0.28131
1972,95,"F",0.304769
1973,0,"M",0.02726
1973,1,"M",0.001594
1973,2,"M",0.000901
1973,3,"M",0.000921
1973,4,"M",0.000641
1973,5,"M",0.000671
1973,6,"M",0.000638
1973,7,"M",0.00054
1973,8,"M",0.000483
1973,9,"M",0.000447
1973,10,"M",0.000405
1973,11,"M",0.000423
1973,12,"M",0.00031
1973,13,"M",0.000305
1973,14,"M",0.000562
1973,15,"M",0.000981
1973,16,"M",0.001447
1973,17,"M",0.001592
1973,18,"M",0.002488
1973,19,"M",0.002126
1973,20,"M",0.001899
1973,21,"M",0.001969
1973,22,"M",0.001843
1973,23,"M",0.001806
1973,24,"M",0.001628
1973,25,"M",0.001761
1973,26,"M",0.002037
1973,27,"M",0.001118
1973,28,"M",0.001948
1973,29,"M",0.002012
1973,30,"M",0.001702
1973,31,"M",0.001927
1973,32,"M",0.00167
1973,33,"M",0.002167
1973,34,"M",0.001983
1973,35,"M",0.002069
1973,36,"M",0.002248
1973,37,"M",0.002653
1973,38,"M",0.00297
1973,39,"M",0.003276
1973,40,"M",0.002999
1973,41,"M",0.00358
1973,42,"M",0.004447
1973,43,"M",0.005087
1973,44,"M",0.004433
1973,45,"M",0.005013
1973,46,"M",0.005195
1973,47,"M",0.006146
1973,48,"M",0.006778
1973,49,"M",0.006715
1973,50,"M",0.007039
1973,51,"M",0.009045
1973,52,"M",0.009163
1973,53,"M",0.010293
1973,54,"M",0.011107
1973,55,"M",0.01175
1973,56,"M",0.01308
1973,57,"M",0.013744
1973,58,"M",0.015828
1973,59,"M",0.017795
1973,60,"M",0.01928
1973,61,"M",0.020901
1973,62,"M",0.022545
1973,63,"M",0.025943
1973,64,"M",0.029889
1973,65,"M",0.033064
1973,66,"M",0.037282
1973,67,"M",0.038565
1973,68,"M",0.042926
1973,69,"M",0.048814
1973,70,"M",0.051427
1973,71,"M",0.058857
1973,72,"M",0.06458
1973,73,"M",0.070465
1973,74,"M",0.077832
1973,75,"M",0.083079
1973,76,"M",0.087743
1973,77,"M",0.09312
1973,78,"M",0.100789
1973,79,"M",0.11074
1973,80,"M",0.121921
1973,81,"M",0.129025
1973,82,"M",0.139658
1973,83,"M",0.152621
1973,84,"M",0.163468
1973,85,"M",0.181358
1973,86,"M",0.191529
1973,87,"M",0.207568
1973,88,"M",0.212418
1973,89,"M",0.235958
1973,90,"M",0.267475
1973,91,"M",0.263532
1973,92,"M",0.280916
1973,93,"M",0.266949
1973,94,"M",0.270968
1973,95,"M",0.31508
1973,0,"F",0.020089
1973,1,"F",0.001101
1973,2,"F",0.000644
1973,3,"F",0.000554
1973,4,"F",0.000253
1973,5,"F",0.000395
1973,6,"F",0.000342
1973,7,"F",0.000371
1973,8,"F",0.000236
1973,9,"F",0.000247
1973,10,"F",0.000249
1973,11,"F",0.000395
1973,12,"F",0.000211
1973,13,"F",0.000252
1973,14,"F",0.000329
1973,15,"F",0.000406
1973,16,"F",0.000608
1973,17,"F",0.000682
1973,18,"F",0.000538
1973,19,"F",0.000802
1973,20,"F",0.000431
1973,21,"F",0.000571
1973,22,"F",0.000471
1973,23,"F",0.000713
1973,24,"F",0.000523
1973,25,"F",0.000488
1973,26,"F",0.000525
1973,27,"F",0.000487
1973,28,"F",0.000882
1973,29,"F",0.000726
1973,30,"F",0.00075
1973,31,"F",0.000876
1973,32,"F",0.000833
1973,33,"F",0.000851
1973,34,"F",0.001136
1973,35,"F",0.000835
1973,36,"F",0.001161
1973,37,"F",0.001212
1973,38,"F",0.001122
1973,39,"F",0.001642
1973,40,"F",0.002055
1973,41,"F",0.001778
1973,42,"F",0.001968
1973,43,"F",0.002163
1973,44,"F",0.002369
1973,45,"F",0.002632
1973,46,"F",0.002979
1973,47,"F",0.003364
1973,48,"F",0.003164
1973,49,"F",0.0036
1973,50,"F",0.00412
1973,51,"F",0.005087
1973,52,"F",0.00507
1973,53,"F",0.005733
1973,54,"F",0.005761
1973,55,"F",0.006267
1973,56,"F",0.006593
1973,57,"F",0.005824
1973,58,"F",0.008111
1973,59,"F",0.008251
1973,60,"F",0.009825
1973,61,"F",0.010086
1973,62,"F",0.012483
1973,63,"F",0.012242
1973,64,"F",0.014443
1973,65,"F",0.015316
1973,66,"F",0.018034
1973,67,"F",0.019141
1973,68,"F",0.021818
1973,69,"F",0.025682
1973,70,"F",0.026921
1973,71,"F",0.030306
1973,72,"F",0.035003
1973,73,"F",0.03931
1973,74,"F",0.04526
1973,75,"F",0.048593
1973,76,"F",0.058599
1973,77,"F",0.061581
1973,78,"F",0.073301
1973,79,"F",0.078724
1973,80,"F",0.090374
1973,81,"F",0.099462
1973,82,"F",0.11025
1973,83,"F",0.125064
1973,84,"F",0.134021
1973,85,"F",0.150692
1973,86,"F",0.159823
1973,87,"F",0.18456
1973,88,"F",0.184072
1973,89,"F",0.206981
1973,90,"F",0.21768
1973,91,"F",0.246599
1973,92,"F",0.254103
1973,93,"F",0.300527
1973,94,"F",0.294494
1973,95,"F",0.297928
1974,0,"M",0.027114
1974,1,"M",0.001565
1974,2,"M",0.001051
1974,3,"M",0.000917
1974,4,"M",0.000493
1974,5,"M",4e-04
1974,6,"M",0.000609
1974,7,"M",0.00053
1974,8,"M",0.000417
1974,9,"M",0.000362
1974,10,"M",0.000492
1974,11,"M",0.00036
1974,12,"M",0.000332
1974,13,"M",0.000371
1974,14,"M",0.000368
1974,15,"M",0.000774
1974,16,"M",0.001669
1974,17,"M",0.001579
1974,18,"M",0.002121
1974,19,"M",0.002172
1974,20,"M",0.001808
1974,21,"M",0.002012
1974,22,"M",0.002076
1974,23,"M",0.001928
1974,24,"M",0.001377
1974,25,"M",0.001644
1974,26,"M",0.001477
1974,27,"M",0.00146
1974,28,"M",0.001843
1974,29,"M",0.001611
1974,30,"M",0.001691
1974,31,"M",0.001912
1974,32,"M",0.001809
1974,33,"M",0.002108
1974,34,"M",0.001986
1974,35,"M",0.002133
1974,36,"M",0.002168
1974,37,"M",0.002622
1974,38,"M",0.002789
1974,39,"M",0.003303
1974,40,"M",0.003484
1974,41,"M",0.003703
1974,42,"M",0.004293
1974,43,"M",0.005036
1974,44,"M",0.004908
1974,45,"M",0.004998
1974,46,"M",0.005797
1974,47,"M",0.006503
1974,48,"M",0.006148
1974,49,"M",0.007467
1974,50,"M",0.008188
1974,51,"M",0.009336
1974,52,"M",0.009182
1974,53,"M",0.01028
1974,54,"M",0.012715
1974,55,"M",0.011551
1974,56,"M",0.012179
1974,57,"M",0.015197
1974,58,"M",0.014851
1974,59,"M",0.018079
1974,60,"M",0.019122
1974,61,"M",0.021462
1974,62,"M",0.021758
1974,63,"M",0.02561
1974,64,"M",0.029644
1974,65,"M",0.032161
1974,66,"M",0.036848
1974,67,"M",0.040347
1974,68,"M",0.044376
1974,69,"M",0.046967
1974,70,"M",0.053366
1974,71,"M",0.055995
1974,72,"M",0.063027
1974,73,"M",0.072952
1974,74,"M",0.081997
1974,75,"M",0.082885
1974,76,"M",0.08786
1974,77,"M",0.095559
1974,78,"M",0.106081
1974,79,"M",0.113996
1974,80,"M",0.121945
1974,81,"M",0.133302
1974,82,"M",0.147229
1974,83,"M",0.146597
1974,84,"M",0.160336
1974,85,"M",0.182961
1974,86,"M",0.196633
1974,87,"M",0.214374
1974,88,"M",0.210332
1974,89,"M",0.245206
1974,90,"M",0.252747
1974,91,"M",0.309951
1974,92,"M",0.298259
1974,93,"M",0.249471
1974,94,"M",0.328691
1974,95,"M",0.275918
1974,0,"F",0.019591
1974,1,"F",0.001121
1974,2,"F",0.000805
1974,3,"F",0.000567
1974,4,"F",0.000303
1974,5,"F",0.00037
1974,6,"F",0.00028
1974,7,"F",0.000342
1974,8,"F",0.000387
1974,9,"F",0.000345
1974,10,"F",0.000185
1974,11,"F",0.000248
1974,12,"F",0.000268
1974,13,"F",0.000242
1974,14,"F",0.000384
1974,15,"F",0.000378
1974,16,"F",0.00065
1974,17,"F",0.000728
1974,18,"F",0.00064
1974,19,"F",0.000476
1974,20,"F",0.000719
1974,21,"F",0.000312
1974,22,"F",0.000452
1974,23,"F",0.000294
1974,24,"F",0.000461
1974,25,"F",0.00069
1974,26,"F",0.000505
1974,27,"F",7e-04
1974,28,"F",0.000579
1974,29,"F",0.000661
1974,30,"F",0.000608
1974,31,"F",0.000948
1974,32,"F",0.000821
1974,33,"F",0.000702
1974,34,"F",0.000868
1974,35,"F",0.000829
1974,36,"F",0.001228
1974,37,"F",0.001266
1974,38,"F",0.001187
1974,39,"F",0.001505
1974,40,"F",0.001718
1974,41,"F",0.001652
1974,42,"F",0.001827
1974,43,"F",0.001837
1974,44,"F",0.002432
1974,45,"F",0.001957
1974,46,"F",0.00264
1974,47,"F",0.002946
1974,48,"F",0.003628
1974,49,"F",0.004269
1974,50,"F",0.003757
1974,51,"F",0.004384
1974,52,"F",0.004916
1974,53,"F",0.005345
1974,54,"F",0.005987
1974,55,"F",0.006098
1974,56,"F",0.007305
1974,57,"F",0.006877
1974,58,"F",0.008194
1974,59,"F",0.008992
1974,60,"F",0.009456
1974,61,"F",0.010792
1974,62,"F",0.01152
1974,63,"F",0.012009
1974,64,"F",0.01391
1974,65,"F",0.016656
1974,66,"F",0.017441
1974,67,"F",0.018997
1974,68,"F",0.021405
1974,69,"F",0.024508
1974,70,"F",0.028065
1974,71,"F",0.031323
1974,72,"F",0.034656
1974,73,"F",0.038768
1974,74,"F",0.045743
1974,75,"F",0.050453
1974,76,"F",0.059601
1974,77,"F",0.062831
1974,78,"F",0.068064
1974,79,"F",0.080459
1974,80,"F",0.088789
1974,81,"F",0.102285
1974,82,"F",0.114547
1974,83,"F",0.12089
1974,84,"F",0.140704
1974,85,"F",0.147015
1974,86,"F",0.16558
1974,87,"F",0.171453
1974,88,"F",0.185368
1974,89,"F",0.200928
1974,90,"F",0.232587
1974,91,"F",0.245878
1974,92,"F",0.2683
1974,93,"F",0.256027
1974,94,"F",0.286778
1974,95,"F",0.318769
1975,0,"M",0.023336
1975,1,"M",0.00153
1975,2,"M",0.001057
1975,3,"M",0.000621
1975,4,"M",0.000522
1975,5,"M",0.000477
1975,6,"M",0.000708
1975,7,"M",0.000533
1975,8,"M",0.000281
1975,9,"M",0.000433
1975,10,"M",0.000332
1975,11,"M",0.000373
1975,12,"M",0.000465
1975,13,"M",0.000618
1975,14,"M",0.00054
1975,15,"M",0.000959
1975,16,"M",0.001501
1975,17,"M",0.001317
1975,18,"M",0.002013
1975,19,"M",0.002471
1975,20,"M",0.002005
1975,21,"M",0.00223
1975,22,"M",0.001878
1975,23,"M",0.001879
1975,24,"M",0.001367
1975,25,"M",0.001507
1975,26,"M",0.001237
1975,27,"M",0.001584
1975,28,"M",0.001406
1975,29,"M",0.001692
1975,30,"M",0.00161
1975,31,"M",0.002072
1975,32,"M",0.001993
1975,33,"M",0.002215
1975,34,"M",0.002255
1975,35,"M",0.002098
1975,36,"M",0.002173
1975,37,"M",0.002405
1975,38,"M",0.003219
1975,39,"M",0.003047
1975,40,"M",0.002822
1975,41,"M",0.003941
1975,42,"M",0.004373
1975,43,"M",0.00477
1975,44,"M",0.005353
1975,45,"M",0.005436
1975,46,"M",0.006071
1975,47,"M",0.006014
1975,48,"M",0.006431
1975,49,"M",0.007895
1975,50,"M",0.007374
1975,51,"M",0.009334
1975,52,"M",0.009721
1975,53,"M",0.009337
1975,54,"M",0.011701
1975,55,"M",0.013538
1975,56,"M",0.013764
1975,57,"M",0.013858
1975,58,"M",0.015595
1975,59,"M",0.017569
1975,60,"M",0.020125
1975,61,"M",0.022211
1975,62,"M",0.023101
1975,63,"M",0.025652
1975,64,"M",0.027062
1975,65,"M",0.031896
1975,66,"M",0.035883
1975,67,"M",0.038556
1975,68,"M",0.042176
1975,69,"M",0.048596
1975,70,"M",0.053073
1975,71,"M",0.059081
1975,72,"M",0.063468
1975,73,"M",0.067945
1975,74,"M",0.075643
1975,75,"M",0.084595
1975,76,"M",0.092782
1975,77,"M",0.105115
1975,78,"M",0.1066
1975,79,"M",0.115649
1975,80,"M",0.133911
1975,81,"M",0.133946
1975,82,"M",0.153825
1975,83,"M",0.154752
1975,84,"M",0.174188
1975,85,"M",0.181514
1975,86,"M",0.200575
1975,87,"M",0.214864
1975,88,"M",0.245865
1975,89,"M",0.25187
1975,90,"M",0.270648
1975,91,"M",0.277748
1975,92,"M",0.333333
1975,93,"M",0.322718
1975,94,"M",0.279883
1975,95,"M",0.27193
1975,0,"F",0.017591
1975,1,"F",0.001341
1975,2,"F",0.000709
1975,3,"F",0.00059
1975,4,"F",0.000473
1975,5,"F",0.000429
1975,6,"F",0.000388
1975,7,"F",0.000297
1975,8,"F",0.00031
1975,9,"F",0.000161
1975,10,"F",0.00022
1975,11,"F",0.000262
1975,12,"F",0.000325
1975,13,"F",0.000235
1975,14,"F",0.000273
1975,15,"F",0.000383
1975,16,"F",0.000479
1975,17,"F",0.00056
1975,18,"F",0.000478
1975,19,"F",0.000712
1975,20,"F",0.000439
1975,21,"F",0.000527
1975,22,"F",0.00053
1975,23,"F",0.000673
1975,24,"F",0.000552
1975,25,"F",0.000562
1975,26,"F",0.000601
1975,27,"F",0.000581
1975,28,"F",0.000763
1975,29,"F",0.000746
1975,30,"F",0.000687
1975,31,"F",0.000847
1975,32,"F",0.000674
1975,33,"F",0.001081
1975,34,"F",0.000966
1975,35,"F",0.001225
1975,36,"F",0.000909
1975,37,"F",0.001259
1975,38,"F",0.001687
1975,39,"F",0.001322
1975,40,"F",0.001639
1975,41,"F",0.0019
1975,42,"F",0.002306
1975,43,"F",0.001882
1975,44,"F",0.002159
1975,45,"F",0.002307
1975,46,"F",0.002449
1975,47,"F",0.003042
1975,48,"F",0.003295
1975,49,"F",0.003959
1975,50,"F",0.003674
1975,51,"F",0.004262
1975,52,"F",0.00453
1975,53,"F",0.005188
1975,54,"F",0.00552
1975,55,"F",0.006994
1975,56,"F",0.006169
1975,57,"F",0.006674
1975,58,"F",0.008468
1975,59,"F",0.008649
1975,60,"F",0.009929
1975,61,"F",0.010698
1975,62,"F",0.010718
1975,63,"F",0.012882
1975,64,"F",0.015114
1975,65,"F",0.016599
1975,66,"F",0.017285
1975,67,"F",0.020859
1975,68,"F",0.021024
1975,69,"F",0.024302
1975,70,"F",0.02762
1975,71,"F",0.032722
1975,72,"F",0.034248
1975,73,"F",0.039051
1975,74,"F",0.044297
1975,75,"F",0.050907
1975,76,"F",0.056156
1975,77,"F",0.064094
1975,78,"F",0.071539
1975,79,"F",0.081544
1975,80,"F",0.092701
1975,81,"F",0.101647
1975,82,"F",0.105169
1975,83,"F",0.124024
1975,84,"F",0.140158
1975,85,"F",0.152427
1975,86,"F",0.166808
1975,87,"F",0.186906
1975,88,"F",0.194589
1975,89,"F",0.213876
1975,90,"F",0.245501
1975,91,"F",0.26409
1975,92,"F",0.277095
1975,93,"F",0.279938
1975,94,"F",0.295633
1975,95,"F",0.3263
1976,0,"M",0.020172
1976,1,"M",0.001521
1976,2,"M",0.000832
1976,3,"M",0.000659
1976,4,"M",0.000414
1976,5,"M",0.000378
1976,6,"M",0.000376
1976,7,"M",0.000452
1976,8,"M",0.000424
1976,9,"M",0.000328
1976,10,"M",0.000371
1976,11,"M",0.000348
1976,12,"M",0.000359
1976,13,"M",0.000376
1976,14,"M",0.000543
1976,15,"M",0.000632
1976,16,"M",0.001613
1976,17,"M",0.001435
1976,18,"M",0.00211
1976,19,"M",0.001926
1976,20,"M",0.002011
1976,21,"M",0.001657
1976,22,"M",0.001662
1976,23,"M",0.001654
1976,24,"M",0.001729
1976,25,"M",0.001377
1976,26,"M",0.001651
1976,27,"M",0.001557
1976,28,"M",0.001669
1976,29,"M",0.001811
1976,30,"M",0.001483
1976,31,"M",0.001819
1976,32,"M",0.002033
1976,33,"M",0.002086
1976,34,"M",0.002514
1976,35,"M",0.001857
1976,36,"M",0.002313
1976,37,"M",0.001982
1976,38,"M",0.002448
1976,39,"M",0.002826
1976,40,"M",0.003755
1976,41,"M",0.003252
1976,42,"M",0.004368
1976,43,"M",0.00495
1976,44,"M",0.00522
1976,45,"M",0.005159
1976,46,"M",0.00631
1976,47,"M",0.00621
1976,48,"M",0.005978
1976,49,"M",0.007337
1976,50,"M",0.008454
1976,51,"M",0.008044
1976,52,"M",0.010094
1976,53,"M",0.010563
1976,54,"M",0.010957
1976,55,"M",0.011643
1976,56,"M",0.013392
1976,57,"M",0.015218
1976,58,"M",0.015391
1976,59,"M",0.018145
1976,60,"M",0.017162
1976,61,"M",0.021736
1976,62,"M",0.021557
1976,63,"M",0.025724
1976,64,"M",0.027011
1976,65,"M",0.031672
1976,66,"M",0.035691
1976,67,"M",0.0393
1976,68,"M",0.041127
1976,69,"M",0.046163
1976,70,"M",0.050726
1976,71,"M",0.058012
1976,72,"M",0.060527
1976,73,"M",0.070641
1976,74,"M",0.077137
1976,75,"M",0.083735
1976,76,"M",0.09248
1976,77,"M",0.097867
1976,78,"M",0.104638
1976,79,"M",0.117763
1976,80,"M",0.12125
1976,81,"M",0.124091
1976,82,"M",0.150289
1976,83,"M",0.148568
1976,84,"M",0.176242
1976,85,"M",0.17933
1976,86,"M",0.200058
1976,87,"M",0.219729
1976,88,"M",0.235029
1976,89,"M",0.258907
1976,90,"M",0.249289
1976,91,"M",0.287217
1976,92,"M",0.333333
1976,93,"M",0.341463
1976,94,"M",0.33595
1976,95,"M",0.279512
1976,0,"F",0.016143
1976,1,"F",0.001038
1976,2,"F",0.000803
1976,3,"F",0.000376
1976,4,"F",0.000334
1976,5,"F",0.000435
1976,6,"F",0.00025
1976,7,"F",0.000203
1976,8,"F",0.000314
1976,9,"F",0.000163
1976,10,"F",0.000241
1976,11,"F",0.000235
1976,12,"F",0.000138
1976,13,"F",0.00017
1976,14,"F",0.000313
1976,15,"F",0.000384
1976,16,"F",0.000414
1976,17,"F",0.00046
1976,18,"F",0.000575
1976,19,"F",0.000511
1976,20,"F",0.000637
1976,21,"F",0.000745
1976,22,"F",0.000469
1976,23,"F",0.000374
1976,24,"F",0.000537
1976,25,"F",0.000515
1976,26,"F",0.000486
1976,27,"F",0.00066
1976,28,"F",0.000529
1976,29,"F",0.000648
1976,30,"F",0.000608
1976,31,"F",0.000711
1976,32,"F",0.001007
1976,33,"F",0.001014
1976,34,"F",0.001047
1976,35,"F",0.000952
1976,36,"F",0.001227
1976,37,"F",0.000989
1976,38,"F",0.001214
1976,39,"F",0.001353
1976,40,"F",0.001325
1976,41,"F",0.001772
1976,42,"F",0.001805
1976,43,"F",0.002
1976,44,"F",0.002353
1976,45,"F",0.002391
1976,46,"F",0.002891
1976,47,"F",0.00312
1976,48,"F",0.003293
1976,49,"F",0.003351
1976,50,"F",0.004309
1976,51,"F",0.004306
1976,52,"F",0.005243
1976,53,"F",0.00473
1976,54,"F",0.005551
1976,55,"F",0.006132
1976,56,"F",0.007368
1976,57,"F",0.006764
1976,58,"F",0.008049
1976,59,"F",0.008234
1976,60,"F",0.008553
1976,61,"F",0.010347
1976,62,"F",0.010668
1976,63,"F",0.011988
1976,64,"F",0.013432
1976,65,"F",0.015278
1976,66,"F",0.01725
1976,67,"F",0.019181
1976,68,"F",0.021022
1976,69,"F",0.024174
1976,70,"F",0.026716
1976,71,"F",0.030688
1976,72,"F",0.034399
1976,73,"F",0.039197
1976,74,"F",0.04394
1976,75,"F",0.047636
1976,76,"F",0.056724
1976,77,"F",0.064024
1976,78,"F",0.073129
1976,79,"F",0.080303
1976,80,"F",0.092576
1976,81,"F",0.100152
1976,82,"F",0.111696
1976,83,"F",0.125853
1976,84,"F",0.141985
1976,85,"F",0.155906
1976,86,"F",0.170691
1976,87,"F",0.185071
1976,88,"F",0.209157
1976,89,"F",0.214758
1976,90,"F",0.222932
1976,91,"F",0.252668
1976,92,"F",0.281667
1976,93,"F",0.296875
1976,94,"F",0.301282
1976,95,"F",0.326857
1977,0,"M",0.018668
1977,1,"M",0.001297
1977,2,"M",0.000888
1977,3,"M",0.000436
1977,4,"M",0.000537
1977,5,"M",0.000338
1977,6,"M",0.000469
1977,7,"M",0.000377
1977,8,"M",0.00029
1977,9,"M",0.000408
1977,10,"M",0.000344
1977,11,"M",0.000417
1977,12,"M",0.000287
1977,13,"M",0.000358
1977,14,"M",0.000435
1977,15,"M",0.000797
1977,16,"M",0.001705
1977,17,"M",0.001877
1977,18,"M",0.001923
1977,19,"M",0.002389
1977,20,"M",0.001833
1977,21,"M",0.002057
1977,22,"M",0.001783
1977,23,"M",0.001757
1977,24,"M",0.00175
1977,25,"M",0.001532
1977,26,"M",0.001378
1977,27,"M",0.001693
1977,28,"M",0.00149
1977,29,"M",0.001502
1977,30,"M",0.001706
1977,31,"M",0.001442
1977,32,"M",0.002064
1977,33,"M",0.002078
1977,34,"M",0.001979
1977,35,"M",0.002078
1977,36,"M",0.001909
1977,37,"M",0.002427
1977,38,"M",0.002923
1977,39,"M",0.003305
1977,40,"M",0.002789
1977,41,"M",0.003798
1977,42,"M",0.004025
1977,43,"M",0.004293
1977,44,"M",0.005142
1977,45,"M",0.005227
1977,46,"M",0.006072
1977,47,"M",0.006873
1977,48,"M",0.007024
1977,49,"M",0.007444
1977,50,"M",0.008746
1977,51,"M",0.008574
1977,52,"M",0.008868
1977,53,"M",0.009839
1977,54,"M",0.011445
1977,55,"M",0.012747
1977,56,"M",0.013221
1977,57,"M",0.015055
1977,58,"M",0.015855
1977,59,"M",0.01743
1977,60,"M",0.018478
1977,61,"M",0.01888
1977,62,"M",0.021859
1977,63,"M",0.024144
1977,64,"M",0.026441
1977,65,"M",0.0289
1977,66,"M",0.031921
1977,67,"M",0.037386
1977,68,"M",0.040467
1977,69,"M",0.045053
1977,70,"M",0.049699
1977,71,"M",0.05543
1977,72,"M",0.059065
1977,73,"M",0.066793
1977,74,"M",0.069619
1977,75,"M",0.082387
1977,76,"M",0.084348
1977,77,"M",0.098846
1977,78,"M",0.099476
1977,79,"M",0.112457
1977,80,"M",0.126272
1977,81,"M",0.124544
1977,82,"M",0.14666
1977,83,"M",0.151525
1977,84,"M",0.151164
1977,85,"M",0.175744
1977,86,"M",0.186849
1977,87,"M",0.19445
1977,88,"M",0.205937
1977,89,"M",0.2437
1977,90,"M",0.250099
1977,91,"M",0.285714
1977,92,"M",0.28219
1977,93,"M",0.371396
1977,94,"M",0.348148
1977,95,"M",0.262517
1977,0,"F",0.01485
1977,1,"F",0.001017
1977,2,"F",0.000552
1977,3,"F",0.000282
1977,4,"F",0.000354
1977,5,"F",0.000314
1977,6,"F",0.000283
1977,7,"F",0.000232
1977,8,"F",0.000203
1977,9,"F",0.000264
1977,10,"F",0.000163
1977,11,"F",0.000225
1977,12,"F",0.000188
1977,13,"F",0.000214
1977,14,"F",0.000308
1977,15,"F",0.000295
1977,16,"F",0.00062
1977,17,"F",0.000477
1977,18,"F",0.000575
1977,19,"F",0.000519
1977,20,"F",0.000611
1977,21,"F",0.000488
1977,22,"F",0.000361
1977,23,"F",0.000409
1977,24,"F",0.000512
1977,25,"F",0.000398
1977,26,"F",0.000476
1977,27,"F",0.000662
1977,28,"F",0.000792
1977,29,"F",0.00062
1977,30,"F",0.000825
1977,31,"F",0.000795
1977,32,"F",0.000734
1977,33,"F",0.001046
1977,34,"F",0.000994
1977,35,"F",0.001156
1977,36,"F",0.001034
1977,37,"F",0.001324
1977,38,"F",0.001203
1977,39,"F",0.001313
1977,40,"F",0.00151
1977,41,"F",0.002158
1977,42,"F",0.001645
1977,43,"F",0.002031
1977,44,"F",0.001713
1977,45,"F",0.002799
1977,46,"F",0.002757
1977,47,"F",0.003097
1977,48,"F",0.003348
1977,49,"F",0.003763
1977,50,"F",0.004038
1977,51,"F",0.00395
1977,52,"F",0.005035
1977,53,"F",0.004846
1977,54,"F",0.005376
1977,55,"F",0.005541
1977,56,"F",0.006602
1977,57,"F",0.007496
1977,58,"F",0.007646
1977,59,"F",0.008147
1977,60,"F",0.009652
1977,61,"F",0.008833
1977,62,"F",0.011142
1977,63,"F",0.012188
1977,64,"F",0.013251
1977,65,"F",0.014719
1977,66,"F",0.016374
1977,67,"F",0.01849
1977,68,"F",0.021114
1977,69,"F",0.023567
1977,70,"F",0.025247
1977,71,"F",0.02991
1977,72,"F",0.033495
1977,73,"F",0.038345
1977,74,"F",0.041841
1977,75,"F",0.048543
1977,76,"F",0.055362
1977,77,"F",0.060643
1977,78,"F",0.067322
1977,79,"F",0.076786
1977,80,"F",0.087434
1977,81,"F",0.09969
1977,82,"F",0.106636
1977,83,"F",0.114941
1977,84,"F",0.134003
1977,85,"F",0.138601
1977,86,"F",0.157432
1977,87,"F",0.174557
1977,88,"F",0.186054
1977,89,"F",0.21225
1977,90,"F",0.215495
1977,91,"F",0.246617
1977,92,"F",0.254697
1977,93,"F",0.288337
1977,94,"F",0.292085
1977,95,"F",0.28119
